Unnamed: 0,date,Tmax_C,Tmin_C,RHmax_pct,Precip_sum_mm,Wind_max_kmh,Solar_rad_J_m2,province,latitude_x,longitude_x,Precip_sum_7d,Precip_sum_30d,Key,latitude_y,longitude_y,scan,track,acq_time,satellite,instrument,version,bright_ti5,frp,daynight,type,geometry,index_right,GID_1,GID_0,COUNTRY,FIRE,is_fire
677,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.35566,105.11613,0.43,0.38,629.0,N,VIIRS,2.0,303.58,2.27,D,0.0,POINT (105.11613 10.35566),0.0,VNM.1_1,VNM,Vietnam,1,0
681,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.34419,105.20981,0.43,0.38,629.0,N,VIIRS,2.0,304.67,5.33,D,0.0,POINT (105.20981 10.34419),0.0,VNM.1_1,VNM,Vietnam,1,0
691,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.31848,105.32993,0.43,0.38,629.0,N,VIIRS,2.0,302.4,2.24,D,0.0,POINT (105.32993 10.31848),0.0,VNM.1_1,VNM,Vietnam,1,0
702,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.40424,105.25329,0.43,0.38,629.0,N,VIIRS,2.0,303.67,1.76,D,0.0,POINT (105.25329 10.40424),0.0,VNM.1_1,VNM,Vietnam,1,0
716,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.37874,105.17665,0.43,0.38,629.0,N,VIIRS,2.0,303.72,3.06,D,0.0,POINT (105.17665 10.37874),0.0,VNM.1_1,VNM,Vietnam,1,0
734,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.6226,105.24575,0.43,0.38,629.0,N,VIIRS,2.0,305.69,4.36,D,0.0,POINT (105.24575 10.6226),0.0,VNM.1_1,VNM,Vietnam,1,0
736,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.61908,105.24627,0.43,0.38,629.0,N,VIIRS,2.0,304.92,2.05,D,0.0,POINT (105.24627 10.61908),0.0,VNM.1_1,VNM,Vietnam,1,0
742,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.71684,105.22412,0.43,0.38,629.0,N,VIIRS,2.0,305.66,11.72,D,0.0,POINT (105.22412 10.71684),0.0,VNM.1_1,VNM,Vietnam,1,0
743,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.71627,105.22015,0.43,0.38,629.0,N,VIIRS,2.0,307.75,11.72,D,0.0,POINT (105.22015 10.71627),0.0,VNM.1_1,VNM,Vietnam,1,0
751,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.68641,105.21239,0.43,0.38,629.0,N,VIIRS,2.0,305.01,2.13,D,0.0,POINT (105.21239 10.68641),0.0,VNM.1_1,VNM,Vietnam,1,0
763,2023-03-26,35.2,22.9,91,0.0,16.1,25.55,An Giang,10.5216,105.1259,0.2000000000000001,1.5,An Giang_2023-03-26,10.91575,105.15547,0.43,0.38,630.0,N,VIIRS,2.0,306.37,4.91,D,0.0,POINT (105.15547 10.91575),0.0,VNM.1_1,VNM,Vietnam,1,0
767,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.41743,104.86498,0.44,0.38,611.0,N,VIIRS,2.0,295.09,2.83,D,0.0,POINT (104.86498 10.41743),0.0,VNM.1_1,VNM,Vietnam,1,0
768,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.42229,104.91718,0.44,0.38,611.0,N,VIIRS,2.0,299.72,6.69,D,0.0,POINT (104.91718 10.42229),0.0,VNM.1_1,VNM,Vietnam,1,0
769,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.42581,104.9166,0.44,0.38,611.0,N,VIIRS,2.0,298.93,5.85,D,0.0,POINT (104.9166 10.42581),0.0,VNM.1_1,VNM,Vietnam,1,0
770,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.44897,105.31238,0.42,0.38,611.0,N,VIIRS,2.0,294.35,4.62,D,0.0,POINT (105.31238 10.44897),0.0,VNM.1_1,VNM,Vietnam,1,0
771,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.46292,105.12398,0.43,0.38,611.0,N,VIIRS,2.0,295.86,17.49,D,0.0,POINT (105.12398 10.46292),0.0,VNM.1_1,VNM,Vietnam,1,0
772,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.4664,105.12341,0.43,0.38,611.0,N,VIIRS,2.0,294.23,4.2,D,0.0,POINT (105.12341 10.4664),0.0,VNM.1_1,VNM,Vietnam,1,0
773,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.47735,105.42512,0.42,0.37,611.0,N,VIIRS,2.0,296.59,3.58,D,0.0,POINT (105.42512 10.47735),0.0,VNM.1_1,VNM,Vietnam,1,0
778,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.52986,105.07306,0.43,0.38,611.0,N,VIIRS,2.0,293.75,19.46,D,0.0,POINT (105.07306 10.52986),0.0,VNM.1_1,VNM,Vietnam,1,1
779,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.53114,105.07304,0.43,0.38,611.0,N,VIIRS,2.0,292.76,18.29,D,0.0,POINT (105.07304 10.53114),0.0,VNM.1_1,VNM,Vietnam,1,1
781,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.55192,105.21271,0.42,0.38,611.0,N,VIIRS,2.0,294.53,10.18,D,0.0,POINT (105.21271 10.55192),0.0,VNM.1_1,VNM,Vietnam,1,0
783,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.36882,105.21095,0.42,0.38,611.0,N,VIIRS,2.0,294.75,2.59,D,0.0,POINT (105.21095 10.36882),0.0,VNM.1_1,VNM,Vietnam,1,0
784,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.36499,105.23138,0.42,0.38,611.0,N,VIIRS,2.0,295.24,2.91,D,0.0,POINT (105.23138 10.36499),0.0,VNM.1_1,VNM,Vietnam,1,0
785,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.36181,105.36578,0.42,0.38,611.0,N,VIIRS,2.0,295.46,7.62,D,0.0,POINT (105.36578 10.36181),0.0,VNM.1_1,VNM,Vietnam,1,0
787,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.34663,105.00646,0.43,0.38,611.0,N,VIIRS,2.0,297.4,3.31,D,0.0,POINT (105.00646 10.34663),0.0,VNM.1_1,VNM,Vietnam,1,0
788,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.36001,105.20047,0.42,0.38,611.0,N,VIIRS,2.0,293.98,2.99,D,0.0,POINT (105.20047 10.36001),0.0,VNM.1_1,VNM,Vietnam,1,0
789,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.36473,105.20763,0.42,0.38,611.0,N,VIIRS,2.0,293.53,2.59,D,0.0,POINT (105.20763 10.36473),0.0,VNM.1_1,VNM,Vietnam,1,0
790,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.81405,105.15084,0.42,0.38,611.0,N,VIIRS,2.0,301.29,8.35,D,0.0,POINT (105.15084 10.81405),0.0,VNM.1_1,VNM,Vietnam,1,0
791,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.85176,105.16445,0.42,0.38,611.0,N,VIIRS,2.0,302.95,6.21,D,0.0,POINT (105.16445 10.85176),0.0,VNM.1_1,VNM,Vietnam,1,0
792,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.9184,105.14948,0.42,0.38,611.0,N,VIIRS,2.0,301.73,2.12,D,0.0,POINT (105.14948 10.9184),0.0,VNM.1_1,VNM,Vietnam,1,0
793,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.91901,105.15332,0.42,0.38,611.0,N,VIIRS,2.0,302.9,2.12,D,0.0,POINT (105.15332 10.91901),0.0,VNM.1_1,VNM,Vietnam,1,0
794,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.64353,105.01054,0.43,0.38,611.0,N,VIIRS,2.0,295.65,4.85,D,0.0,POINT (105.01054 10.64353),0.0,VNM.1_1,VNM,Vietnam,1,0
796,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.68495,105.33244,0.42,0.38,611.0,N,VIIRS,2.0,297.53,4.4,D,0.0,POINT (105.33244 10.68495),0.0,VNM.1_1,VNM,Vietnam,1,0
797,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.70724,105.31709,0.42,0.38,611.0,N,VIIRS,2.0,296.72,7.91,D,0.0,POINT (105.31709 10.70724),0.0,VNM.1_1,VNM,Vietnam,1,0
798,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.70785,105.32089,0.42,0.38,611.0,N,VIIRS,2.0,300.14,7.91,D,0.0,POINT (105.32089 10.70785),0.0,VNM.1_1,VNM,Vietnam,1,0
799,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.70857,105.2148,0.42,0.38,611.0,N,VIIRS,2.0,297.37,4.54,D,0.0,POINT (105.2148 10.70857),0.0,VNM.1_1,VNM,Vietnam,1,0
800,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.72464,105.20428,0.42,0.38,611.0,N,VIIRS,2.0,299.04,4.04,D,0.0,POINT (105.20428 10.72464),0.0,VNM.1_1,VNM,Vietnam,1,0
801,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.72973,105.1916,0.42,0.38,611.0,N,VIIRS,2.0,297.92,5.28,D,0.0,POINT (105.1916 10.72973),0.0,VNM.1_1,VNM,Vietnam,1,0
802,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.79201,105.14653,0.42,0.38,611.0,N,VIIRS,2.0,302.29,4.24,D,0.0,POINT (105.14653 10.79201),0.0,VNM.1_1,VNM,Vietnam,1,0
804,2023-03-27,36.0,24.2,87,0.0,16.2,24.54,An Giang,10.5216,105.1259,0.1000000000000001,1.0,An Giang_2023-03-27,10.80303,105.14869,0.42,0.38,611.0,N,VIIRS,2.0,301.18,5.18,D,0.0,POINT (105.14869 10.80303),0.0,VNM.1_1,VNM,Vietnam,1,0
824,2023-03-28,35.5,24.6,94,0.4,18.8,21.01,An Giang,10.5216,105.1259,0.5000000000000001,1.4,An Giang_2023-03-28,10.57494,105.2,0.52,0.5,552.0,N,VIIRS,2.0,295.15,13.97,D,0.0,POINT (105.2 10.57494),0.0,VNM.1_1,VNM,Vietnam,1,1
833,2023-03-29,35.4,24.4,93,0.0,13.9,24.4,An Giang,10.5216,105.1259,0.5000000000000001,1.4,An Giang_2023-03-29,10.28664,105.29605,0.54,0.68,533.0,N,VIIRS,2.0,291.89,15.98,D,0.0,POINT (105.29605 10.28664),0.0,VNM.1_1,VNM,Vietnam,1,1
839,2023-03-30,34.7,24.0,85,1.2,12.0,21.43,An Giang,10.5216,105.1259,1.7000000000000002,2.2,An Giang_2023-03-30,10.25056,105.18723,0.34,0.56,655.0,N,VIIRS,2.0,290.14,8.84,D,0.0,POINT (105.18723 10.25056),0.0,VNM.1_1,VNM,Vietnam,1,1
875,2023-04-01,34.7,22.8,93,0.0,10.6,24.1,An Giang,10.5216,105.1259,1.7,2.3,An Giang_2023-04-01,10.41611,105.11428,0.39,0.36,617.0,N,VIIRS,2.0,301.34,2.91,D,0.0,POINT (105.11428 10.41611),0.0,VNM.1_1,VNM,Vietnam,1,0
876,2023-04-01,34.7,22.8,93,0.0,10.6,24.1,An Giang,10.5216,105.1259,1.7,2.3,An Giang_2023-04-01,10.42365,104.96391,0.39,0.36,617.0,N,VIIRS,2.0,301.7,5.38,D,0.0,POINT (104.96391 10.42365),0.0,VNM.1_1,VNM,Vietnam,1,0
877,2023-04-01,34.7,22.8,93,0.0,10.6,24.1,An Giang,10.5216,105.1259,1.7,2.3,An Giang_2023-04-01,10.42428,104.92365,0.39,0.36,617.0,N,VIIRS,2.0,307.96,17.28,D,0.0,POINT (104.92365 10.42428),0.0,VNM.1_1,VNM,Vietnam,1,0
878,2023-04-01,34.7,22.8,93,0.0,10.6,24.1,An Giang,10.5216,105.1259,1.7,2.3,An Giang_2023-04-01,10.43419,105.20928,0.39,0.36,617.0,N,VIIRS,2.0,300.43,4.15,D,0.0,POINT (105.20928 10.43419),0.0,VNM.1_1,VNM,Vietnam,1,0
879,2023-04-01,34.7,22.8,93,0.0,10.6,24.1,An Giang,10.5216,105.1259,1.7,2.3,An Giang_2023-04-01,10.43922,105.19764,0.39,0.36,617.0,N,VIIRS,2.0,300.27,3.09,D,0.0,POINT (105.19764 10.43922),0.0,VNM.1_1,VNM,Vietnam,1,0
883,2023-04-01,34.7,22.8,93,0.0,10.6,24.1,An Giang,10.5216,105.1259,1.7,2.3,An Giang_2023-04-01,10.45852,105.23439,0.39,0.36,617.0,N,VIIRS,2.0,296.62,3.88,D,0.0,POINT (105.23439 10.45852),0.0,VNM.1_1,VNM,Vietnam,1,0
884,2023-04-01,34.7,22.8,93,0.0,10.6,24.1,An Giang,10.5216,105.1259,1.7,2.3,An Giang_2023-04-01,10.47571,105.2353,0.39,0.36,617.0,N,VIIRS,2.0,298.18,30.27,D,0.0,POINT (105.2353 10.47571),0.0,VNM.1_1,VNM,Vietnam,1,0
885,2023-04-01,34.7,22.8,93,0.0,10.6,24.1,An Giang,10.5216,105.1259,1.7,2.3,An Giang_2023-04-01,10.3242,105.30682,0.39,0.36,617.0,N,VIIRS,2.0,303.83,4.78,D,0.0,POINT (105.30682 10.3242),0.0,VNM.1_1,VNM,Vietnam,1,0
886,2023-04-01,34.7,22.8,93,0.0,10.6,24.1,An Giang,10.5216,105.1259,1.7,2.3,An Giang_2023-04-01,10.297,105.08656,0.39,0.36,617.0,N,VIIRS,2.0,287.95,12.54,D,0.0,POINT (105.08656 10.297),0.0,VNM.1_1,VNM,Vietnam,1,0
